M2_02_ORDINAL,EXACT_SIGNATURE,LIVE_EXISTENCE,SECURITY_MODE_CURRENT,OWNER_CURRENT,SEARCH_PATH_CURRENT,PUBLIC_EXECUTE,ANON_EXECUTE,AUTHENTICATED_EXECUTE,SERVICE_ROLE_EXECUTE,M2_02_PROVENANCE,CANONICAL_CALLER,CALLER_EVIDENCE,LIFECYCLE_STATE,STATIC_READS,STATIC_WRITES,SIDE_EFFECT_CLASS,ACTOR_DERIVATION,TENANT_DERIVATION,ROLE_PERMISSION_DERIVATION,OBJECT_AUTHORITY_BASIS,TRANSITIVE_CALLEES,TRANSITIVE_PRIVILEGE_EXPANSION,B1_TARGET_AUTHORITY_CLASS,DEFINER_ELEVATION_REASON,DEFINER_JUSTIFICATION_STATUS,TARGET_SECURITY_MODE,TARGET_EXECUTE_PRINCIPALS,CALLER_ACL_CONTRADICTION,OWNER_TARGET_STATUS,SEARCH_PATH_TARGET_STATUS,RLS_OR_DIRECT_DML_DEPENDENCY,M2_04C_DEPENDENCY,TRIGGER_DEPENDENCY,M2_04D_DEPENDENCY,APPSEC_ASSURANCE_REQUIRED,RUNTIME_ASSURANCE_REQUIRED,FINDING_CLASS,RESIDUAL_RISK,PROOF_NEEDED
101,public.my_corretor_id(),YES,DEFINER,postgres,public,false,false,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
102,public.my_empresa_id(),YES,DEFINER,postgres,public,false,false,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
103,public.my_time_id(),YES,DEFINER,postgres,public,false,false,true,true,INTERNAL_HELPER,INTERNAL_HELPER,accepted M2-02 provenance closure + live exact signature/body,INTERNAL_HELPER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
104,public.my_times_como_gestor(),YES,DEFINER,postgres,public,false,false,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,"my_corretor_id,my_empresa_id",YES/REVIEW,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
105,public.operations_health_engine_v1(),YES,DEFINER,postgres,public,false,false,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest
106,public.platform_health_center_v1(),YES,DEFINER,postgres,public,false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,NO,READ_ONLY,server relation / supplied object,N/A or indirect,none/indirect,caller-owned/server context,"operations_health_engine_v1,lot_status_health_check",YES/REVIEW,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,independent AppSec retest; caller/lifecycle adjudication
107,public.pme_can_access_empresa(p_empresa_id uuid),YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,INTERNAL_HELPER,INTERNAL_HELPER,accepted M2-02 provenance closure + live exact signature/body,INTERNAL_HELPER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,"is_root,my_empresa_id",YES/REVIEW,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
108,public.pme_can_consume_empresa(p_empresa_id uuid),YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
109,public.pme_is_empresa_admin(p_empresa_id uuid),YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,INTERNAL_HELPER,INTERNAL_HELPER,accepted M2-02 provenance closure + live exact signature/body,INTERNAL_HELPER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
110,"public.pme_registrar_message_usage(p_lead_id uuid, p_payload jsonb)",YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,YES,YES,NONE_OBSERVED,NO,YES,YES,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,independent AppSec retest; runtime/concurrency assurance; caller/lifecycle adjudication
112,public.proximo_lead(),YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,YES,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,runtime/concurrency assurance
115,"public.registrar_feedback(p_lead_id uuid, p_feedback text, p_observacao text)",YES,DEFINER,postgres,pg_catalog,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,YES,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,runtime/concurrency assurance
116,"public.registrar_mensagem(p_lead_id uuid, p_canal text, p_seq integer)",YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,none/indirect,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,CONDITIONAL,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,runtime/concurrency assurance
117,"public.registrar_root_audit(p_action text, p_target_empresa_id uuid, p_payload jsonb)",YES,DEFINER,postgres,public,false,false,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,CONDITIONAL,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest; runtime/concurrency assurance
119,public.relatorio_fornecedor(p_lista_id uuid),YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,"NOT PROVEN. p_lista_id directly selects listas, leads, and lista_avaliacoes; is_gestor() alone does not bind the supplied object to the caller's tenant or authorized list scope.",NOT_PROVEN,NOT_DETERMINED,authenticated gestor-class caller with proven tenant/list authority,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,YES,NONE_OBSERVED,NO,YES,NO,BLOCKING,cross-tenant scope risk in current body,M2-04C/direct-read proof binding p_lista_id to authorized tenant/object scope; independent AppSec assurance
120,"public.relatorio_historico_corretor(p_data_inicio date, p_data_fim date, p_feedback text, p_limit integer, p_offset integer)",YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,REQUIRED IN THIS TASK,mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
123,"public.set_lembrete(p_lead_id uuid, p_proximo_contato_em timestamp with time zone)",YES,DEFINER,postgres,public,false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,none/indirect,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,CONDITIONAL,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,runtime/concurrency assurance; caller/lifecycle adjudication
124,"public.simular_troca_plano_empresa_root(p_empresa_id uuid, p_novo_plano_id uuid, p_data_efetiva timestamp with time zone)",YES,DEFINER,postgres,public,false,true,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,ANON_EXECUTE_EXCEEDS_TARGET,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,REQUIRED IN THIS TASK,ACL/class mismatch,independent AppSec retest
125,public.solicitar_lote(p_lista_id uuid),YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,YES,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,runtime/concurrency assurance
126,public.solicitar_lote_core(p_user_id uuid),YES,DEFINER,postgres,public,false,false,false,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,NO,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,caller-owned/server context,"is_root,solicitar_lote",YES/REVIEW,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
127,public.solicitar_lote_forcado(p_user_id uuid),YES,DEFINER,postgres,public,false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,NO,NO,TRANSITIVE_MUTATIVE,server relation / supplied object,N/A or indirect,none/indirect,caller-owned/server context,solicitar_lote_core -> solicitar_lote,YES/REVIEW,PRIVILEGED_OPERATION,"NOT PROVEN. The wrapper's apparent purpose is privileged forced allocation for another user, but the transitive implementation ultimately calls solicitar_lote(NULL), which derives the operational actor from auth.uid(). The claimed elevated operation is therefore not implemented/proven by the current body contract.",NOT_PROVEN,NOT_DETERMINED,privileged root/admin/internal caller only if a forced-user authority contract is later proven; exact direct EXECUTE contract unresolved,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,YES,BLOCKING,lifecycle/caller reachability unresolved,proof of intended forced-user semantics and actor binding across the full transitive call chain; lifecycle/caller adjudication; runtime/concurrency assurance; independent AppSec assurance
128,"public.t1_can_update_corretor_row_strict(p_target_empresa_id uuid, p_target_time_id uuid, p_target_role text, p_target_is_admin_local boolean, p_target_is_gestor boolean)",YES,DEFINER,postgres,pg_catalog,false,false,true,false,INTERNAL_HELPER,INTERNAL_HELPER,accepted M2-02 provenance closure + live exact signature/body,INTERNAL_HELPER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
129,public.t1_is_root_strict(),YES,DEFINER,postgres,pg_catalog,false,false,true,false,NO_VERSIONED_CALLER,NO_VERSIONED_CALLER,accepted M2-02 provenance closure + live exact signature/body,NO_VERSIONED_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof; lifecycle/caller reachability unresolved,M2-04C RLS/direct-DML proof; caller/lifecycle adjudication
131,"public.t3_issue_admin_password_reset_edge_proof(p_actor_user_id uuid, p_target_user_id uuid)",YES,DEFINER,postgres,pg_catalog,false,false,false,true,EDGE,EDGE,accepted M2-02 provenance closure + live exact signature/body,EDGE,NO,YES,MUTATIVE,Edge-bound actor,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,SERVICE_ONLY_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,service_role / bounded Edge service only,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,YES,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest; runtime/concurrency assurance
132,"public.t3_prepare_admin_password_reset(p_target_user_id uuid, p_edge_proof_id uuid)",YES,DEFINER,postgres,pg_catalog,false,false,true,false,EDGE,EDGE,accepted M2-02 provenance closure + live exact signature/body,EDGE,YES,YES,MUTATIVE,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,YES,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest; runtime/concurrency assurance
133,"public.t3_release_admin_password_reset_lease(p_lease_id uuid, p_actor_user_id uuid, p_target_user_id uuid)",YES,DEFINER,postgres,pg_catalog,false,false,false,true,EDGE,EDGE,accepted M2-02 provenance closure + live exact signature/body,EDGE,NO,YES,MUTATIVE,Edge-bound actor,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,SERVICE_ONLY_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,service_role / bounded Edge service only,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,YES,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest; runtime/concurrency assurance
135,"public.trocar_lista(p_lista_nova_id uuid, p_nota integer)",YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,solicitar_lote,YES/REVIEW,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,YES,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest; runtime/concurrency assurance
136,public.usuario_pode_importar_mesa_json_admin(p_empresa_id uuid),YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest
137,"public.validar_mesa_cliente_desconto(p_empreendimento_id uuid, p_valor_tabela numeric, p_desconto_valor numeric)",YES,DEFINER,postgres,public,false,true,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,NO,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,none/indirect,server relation binding,get_mesa_cliente_desconto_politica,YES/REVIEW,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,ANON_EXECUTE_EXCEEDS_TARGET;DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
